NO.,hostile_offline,hostile_online,aggression
950,0,0,0.319444444
951,0.388888889,0.433333333,0.5
952,0.055555556,0.033333333,0.333333333
953,0,0,0.513888889
954,0.888888889,0.733333333,0.763888889
955,0,0,0.236111111
956,0,0.266666667,0.25
957,0,0,0.722222222
958,0,0,0.652777778
959,0.611111111,0.433333333,0.486111111
960,0.055555556,0.066666667,0.277777778
961,0.611111111,0.6,0.541666667
962,0.333333333,0.233333333,0.277777778
963,0,0.033333333,0.333333333
964,0,0,0.319444444
965,0,0,0.236111111
966,0,0,0.486111111
967,0.166666667,0.166666667,0.361111111
968,0,0,0.305555556
969,0,0,0.180555556
970,0.333333333,0.333333333,0.5
971,0.5,0.3,0.375
972,0,0,0.375
973,0.055555556,0,0.458333333
974,0.444444444,0.366666667,0.597222222
975,0,0.066666667,0.347222222
976,0.055555556,0.033333333,0.305555556
977,0,0,0.611111111
978,0.055555556,0.033333333,0.555555556
979,0,0,0.555555556
980,0.555555556,0.5,0.652777778
981,0,0,0.430555556
982,0,0.066666667,0.125
983,0,0,0.083333333
984,0,0,0.236111111
985,0,0,0.472222222
986,0,0.166666667,0.347222222
987,0,0,0.194444444
988,0,0,0.638888889
989,0,0,0.472222222
990,0,0.033333333,0.375
991,0,0,0.055555556
992,0.111111111,0.033333333,0.347222222
993,0.055555556,0.033333333,0.291666667
994,0,0.066666667,0.319444444
995,0,0,0.527777778
996,0,0,0.402777778
997,0,0,0.263888889
998,0,0,0.333333333
999,0,0,0.277777778
1000,0,0,0.166666667
1001,0,0,0.430555556
1002,0.111111111,0.033333333,0.486111111
1003,0,0,0.194444444
1004,0,0,0.375
1005,0,0,0.5
1006,0.055555556,0,0.083333333
1007,0,0,0.055555556
1008,0,0,0.277777778
1009,0,0,0.180555556
1010,0.111111111,0.133333333,0.527777778
1011,0,0,0.402777778
1012,0.055555556,0,0.333333333
1013,0.166666667,0.166666667,0.5
1014,0,0,0.430555556
1015,0,0.033333333,0.319444444
1016,0.444444444,0.4,0.611111111
1017,0,0,0.333333333
1018,0,0,0.416666667
1019,0,0,0.097222222
1020,0,0,0.166666667
1021,0.222222222,0.133333333,0.805555556
1022,0.555555556,0.6,0.5
1023,0.166666667,0,0.638888889
1024,0,0,0.388888889
1025,0,0,0.541666667
1026,0,0,0.388888889
1027,0,0,0.25
1028,0,0,0.305555556
1029,0.722222222,0.4,0.597222222
1030,0,0,0.291666667
1031,0,0,0.5
1032,0,0,0.388888889
1033,0,0.033333333,0.236111111
1034,0.333333333,0.333333333,0.069444444
1035,0,0,0.208333333
1036,0,0,0.5
1037,0.277777778,0.533333333,0.472222222
1038,0,0,0.444444444
1039,0,0,0.166666667
1040,0,0,0.652777778
1041,0,0,0.083333333
1042,0,0,0.097222222
1043,0,0,0.361111111
1044,0,0,0.527777778
1045,0,0,0.138888889
1046,0.055555556,0,0.208333333
1047,0,0,0.5
1048,0,0,0.277777778
1049,0.166666667,0,0.5
1050,0.055555556,0.066666667,0.333333333
1051,0,0,0.083333333
1052,0,0,0.402777778
1053,0,0,0.638888889
1054,0,0,0.402777778
1055,0.722222222,0.8,0.763888889
1056,0,0,0.208333333
1057,0,0,0.375
1058,0,0.1,0.638888889
1059,0,0,0.75
1060,0,0,0.527777778
1061,0,0,0.125
1062,0.555555556,0.633333333,0.611111111
1063,0,0.033333333,0.722222222
1064,0.444444444,0.466666667,0.722222222
1065,0,0,0.083333333
1066,0.055555556,0,0.166666667
1067,0,0.033333333,0.444444444
1068,0.055555556,0.033333333,0.402777778
1069,0,0,0.361111111
1070,0,0,0.444444444
1071,0.111111111,0.033333333,0.347222222
1072,0.444444444,0.633333333,0.916666667
1073,0,0,0.541666667
1074,0,0,0.388888889
1075,0,0,0.152777778
1076,0.388888889,0.433333333,0.472222222
1077,0,0,0.166666667
1078,0,0,0.263888889
1079,0,0,0.5
1080,0,0.133333333,0.25
1081,0,0,0.083333333
1082,0.055555556,0,0.430555556
1083,0,0,0.305555556
1084,0,0,0.166666667
1085,0,0,0.638888889
1086,0,0,0.25
1087,0,0,0.444444444
1088,0.055555556,0.033333333,0.305555556
1089,0.277777778,0.533333333,0.611111111
1090,0,0,0.069444444
1091,0.055555556,0,0.222222222
1092,0.111111111,0,0.763888889
1093,0.611111111,0.266666667,0.444444444
1094,0.055555556,0,0.416666667
1095,0.055555556,0,0.458333333
1096,0,0,0.347222222
1097,0,0,0.694444444
1098,0,0,0.430555556
1099,0,0,0.319444444
1100,0,0,0.486111111
1101,0,0,0.513888889
1102,0,0,0.361111111
1103,0.055555556,0.033333333,0.388888889
1104,0.611111111,0.566666667,0.611111111
1105,0,0,0.680555556
1106,0.666666667,0.4,0.375
1107,0,0,0.625
1108,0,0,0.25
1109,0,0,0.333333333
1110,0.277777778,0.033333333,0.472222222
1111,0,0,0.652777778
1112,0.444444444,0.333333333,0.694444444
1113,0.055555556,0.033333333,0.305555556
1114,0,0,0.486111111
1115,0.055555556,0,0.236111111
1116,0.055555556,0.033333333,0.347222222
1117,0,0.1,0.458333333
1118,0.166666667,0.166666667,0.347222222
1119,0,0,0.388888889
1120,0.111111111,0.3,0.291666667
1121,0,0,0.166666667
1122,0.055555556,0.166666667,0.5
1123,0,0.033333333,0.333333333
1124,0.111111111,0,0.527777778
1125,0.5,0.6,0.416666667
1126,0,0,0.111111111
1127,0.055555556,0,0.361111111
1128,0.055555556,0,0.583333333
1129,0,0,0.722222222
1130,0.055555556,0.033333333,0.083333333
1131,0.055555556,0.066666667,0.375
1132,0,0,0.347222222
1133,0,0.133333333,0.263888889
1134,0,0,0.25
1135,0.333333333,0.033333333,0.666666667
1136,0,0,0.597222222
1137,0,0.2,0.527777778
1138,0,0,0.25
1139,0,0.033333333,0.638888889
1140,0.111111111,0.033333333,0.444444444
1141,0,0,0.347222222
1142,0.444444444,0.333333333,0.347222222
1143,0.111111111,0.066666667,0.458333333
1144,0,0,0.5
1145,0,0,0.291666667
1146,0,0,0.583333333
1147,0,0,0.361111111
1148,0,0,0.236111111
1149,0.166666667,0.6,0.555555556
1150,0.055555556,0,0.402777778
1151,0,0,0.333333333
1152,0.055555556,0.033333333,0.263888889
1153,0.111111111,0.133333333,0.722222222
1154,0,0,0.208333333
1155,0,0,0.513888889
1156,0,0.033333333,0.486111111
1157,0.888888889,0.933333333,0.652777778
1158,0,0.033333333,0.152777778
1159,0.111111111,0.066666667,0.277777778
1160,0,0.133333333,0.375
1161,0,0,0.375
1162,0,0,0.333333333
1163,0,0,0.402777778
1164,0,0.066666667,0.333333333
1165,0,0.133333333,0.375
1166,0,0,0.291666667
1167,0.055555556,0.1,0.388888889
1168,0,0,0.083333333
1169,0,0,0.472222222
1170,0,0,0.541666667
1171,0,0.066666667,0.583333333
1172,0,0,0.444444444
1173,0,0,0.430555556
1174,0.055555556,0,0.25
1175,0,0,0.486111111
1176,0,0,0.083333333
1177,0,0,0.291666667
1178,0.055555556,0.033333333,0.652777778
1179,0,0,0.458333333
1180,0.388888889,0,0.777777778
1181,0.5,0.266666667,0.402777778
1182,0,0,0.583333333
1183,0,0,0.333333333
1184,0,0.033333333,0.25
1185,0,0.033333333,0.277777778
1186,0.111111111,0,0.486111111
1187,0.055555556,0.033333333,0.361111111
1188,0.388888889,0.6,0.583333333
1189,0.333333333,0.466666667,0.847222222
1190,0,0.033333333,0.5
1191,0.111111111,0.133333333,0.541666667
1192,0,0,0.527777778
1193,0,0.1,0.5
1194,0.111111111,0.033333333,0.513888889
1195,0.111111111,0.066666667,0.555555556
1196,0,0,0.25
1197,0.055555556,0.033333333,0.555555556
1198,0,0,0.097222222
1199,0,0.033333333,0.180555556
1200,0,0,0.055555556
1201,0.111111111,0.333333333,0.319444444
1202,0.055555556,0.033333333,0.319444444
1203,0.166666667,0.033333333,0.416666667
1204,0.055555556,0.033333333,0.361111111
1205,0,0,0.5
1206,0,0,0.180555556
1207,0,0.033333333,0.069444444
1208,0,0,0.263888889
1209,0,0,0.541666667
1210,0,0,0.430555556
1211,0,0,0.5
1212,0,0,0.486111111
1213,0.222222222,0.133333333,0.333333333
1214,0,0,0.222222222
1215,0.166666667,0.033333333,0.597222222
1216,0.166666667,0.2,0.402777778
1217,0.388888889,0.466666667,0.486111111
1218,0,0.866666667,0.194444444
1219,0,0,0.236111111
1220,0,0,0.361111111
1221,0,0,0.138888889
1222,0,0.066666667,0.319444444
1223,0.055555556,0.033333333,0.583333333
1224,0,0,0.291666667
1225,0,0,0.527777778
1226,0,0.033333333,0.486111111
1227,0,0,0.097222222
1228,0,0,0.736111111
1229,0,0.1,0.236111111
1230,0,0.133333333,0.236111111
1231,0,0,0.430555556
1232,0,0,0.625
1233,0.055555556,0,0.263888889
1234,0.222222222,0.233333333,0.416666667
1235,0.055555556,0,0.666666667
1236,0,0,0.513888889
1237,0,0,0.458333333
1238,0,0,0.569444444
1239,0.055555556,0.133333333,0.583333333
1240,0.277777778,0.4,0.513888889
1241,0,0,0.5
1242,0,0,0.277777778
1243,0.333333333,0.6,0.416666667
1244,0,0,0.166666667
1245,0,0,0.583333333
1246,0.055555556,0.166666667,0.527777778
1247,0.055555556,0.133333333,0.277777778
1248,0,0,0.916666667
1249,0,0,0.388888889
1250,0,0,0.180555556
1251,0.611111111,0,0.583333333
1252,0,0,0.472222222
1253,0.111111111,0.1,0.319444444
1254,0,0,0.361111111
1255,0,0,0.416666667
1256,0.944444444,0.8,0.791666667
1257,0,0,0.375
1258,0.222222222,0.166666667,0.430555556
1259,0.055555556,0.033333333,0.458333333
1260,0.333333333,0.5,0.555555556
1261,0,0,0.236111111
1262,0,0,0.416666667
1263,0,0,0.430555556
1264,0,0,0.555555556
1265,0,0,0.361111111
1266,0,0,0.291666667
1267,0,0,0.569444444
1268,0.111111111,0.1,0.361111111
1269,0,0,0.333333333
1270,0,0.066666667,0.902777778
1271,0,0.033333333,0.458333333
1272,0,0,0.194444444
1273,0.111111111,0,0.319444444
1274,0,0,0.375
1275,0,0.033333333,0.138888889
1276,0,0,0.347222222
1277,0.111111111,0.133333333,0.375
1278,0,0,0.708333333
1279,0,0,0.361111111
1280,0,0,0.236111111
1281,0,0,0.583333333
1282,0,0,0.361111111
1283,0,0,0.472222222
1284,0,0,0.625
1285,0,0,0.111111111
1286,0,0,0.277777778
1287,0,0,0.180555556
1288,0,0,0.75
1289,0,0,0.5
1290,0.111111111,0.233333333,0.694444444
1291,0,0,0.194444444
1292,0,0,0.513888889
1293,0,0,0.861111111
1294,0,0,0.291666667
1295,0,0,0.722222222
1296,0.055555556,0,0.527777778
1297,0,0,0.194444444
1298,0.166666667,0.233333333,0.166666667
1299,0,0.033333333,0.5
1300,0,0,0.375
1301,0.055555556,0.033333333,0.486111111
1302,0,0,0.791666667
1303,0,0,0.444444444
1304,0.055555556,0,0.402777778
1305,0.055555556,0.133333333,0.319444444
1306,0,0,0.388888889
1307,0,0,0.361111111
1308,0.166666667,0.1,0.833333333
1309,0,0,0.486111111
1310,0.055555556,0.1,0.472222222
1311,0.055555556,0,0.694444444
1312,0.055555556,0,0.486111111
1313,0,0,0.541666667
1314,0,0,0.152777778
1315,0,0,0.555555556
1316,0.055555556,0.033333333,0.569444444
1317,0,0.033333333,0.736111111
1318,0.055555556,0,0.486111111
1319,0.111111111,0,0.541666667
1320,0.055555556,0.033333333,0.375
1321,0,0,0.430555556
1322,0.388888889,0.466666667,0.555555556
1323,0.055555556,0,0.263888889
1324,0.5,0.3,0.708333333
1325,0,0,0.361111111
1326,0,0.066666667,0.625
1327,0.111111111,0,0.319444444
1328,0,0,0.5
1329,0,0,0.652777778
1330,0,0.033333333,0.25
1331,0,0.066666667,0.527777778
1332,0.277777778,0.533333333,0.555555556
1333,0,0,0.138888889
1334,0.055555556,0.1,0.555555556
1335,0.444444444,0.366666667,0.569444444
1336,0.388888889,0.3,0.541666667
1337,0,0,0.333333333
1338,0.055555556,0.033333333,0.583333333
1339,0.944444444,0.7,0.430555556
1340,0.166666667,0,0.333333333
1341,0.166666667,0.166666667,0.222222222
1342,0,0,0.361111111
1343,0,0,0.180555556
1344,0.055555556,0.033333333,0.5
1345,0,0,0.611111111
1346,0,0,0.472222222
1347,0,0,0.222222222
1348,0,0,0.513888889
1349,0.333333333,0.133333333,0.347222222
1350,0,0,0.083333333
1351,0,0,0.166666667
1352,0,0,0.388888889
1353,0.777777778,0.666666667,0.638888889
1354,0,0,0.805555556
1355,1,1,0.916666667
1356,0.444444444,0.3,0.555555556
1357,0,0,0.402777778
1358,0.444444444,0.4,0.555555556
1359,0,0,0.486111111
1360,0.944444444,0.833333333,0.777777778
1361,0,0,0.083333333
1362,0.111111111,0.233333333,0.416666667
1363,0,0,0.138888889
1364,0.111111111,0.766666667,0.833333333
1365,0.111111111,0,0.541666667
1366,0,0,0.666666667
1367,0,0.1,0.152777778
1368,0,0.066666667,0.333333333
1369,0.111111111,0.1,0.472222222
1370,0.166666667,0,0.555555556
1371,0,0,0.166666667
1372,0.055555556,0.066666667,0.402777778
1373,0,0,0.305555556
1374,0,0,0.666666667
1375,0.611111111,0.5,0.777777778
1376,0.722222222,0.733333333,0.763888889
1377,0.055555556,0,0.319444444
1378,1,1,0.916666667
1379,0,0.066666667,0.472222222
1380,0.333333333,0.066666667,0.222222222
1381,0,0,0.361111111
1382,0,0,0.625
1383,0,0,0.569444444
1384,0.111111111,0.266666667,0.597222222
1385,0.611111111,0.566666667,0.444444444
1386,0.166666667,0.333333333,0.583333333
1387,0,0,0.5
1388,0.277777778,0.133333333,0.513888889
1389,0,0.033333333,0.208333333
1390,0.111111111,0.166666667,0.263888889
1391,0,0,0.486111111
1392,0.055555556,0.1,0.444444444
1393,0,0,0.5
1394,0.166666667,0.433333333,0.416666667
1395,0.111111111,0,0.486111111
1396,0,0,0.805555556
1397,0.055555556,0.133333333,0.319444444
1398,0.5,0.5,0.527777778
1399,0,0,0.541666667
1400,0,0,0.625
1401,0.444444444,0.466666667,0.708333333
1402,0,0,0.611111111
1403,0.555555556,0.633333333,0.25
1404,0,0,0.708333333
1405,0,0,0.861111111
1406,0.166666667,0.266666667,0.388888889
1407,0,0,0.194444444
1408,0,0,0.194444444
1409,0,0,0.472222222
1410,0.166666667,0.1,0.486111111
1411,0,0.033333333,0.180555556
1412,0.055555556,0,0.361111111
1413,0.055555556,0.033333333,0.319444444
1414,0,0,0.763888889
1415,0.166666667,0.333333333,0.472222222
1416,0.888888889,0.866666667,0.680555556
1417,0.444444444,0.533333333,0.569444444
1418,0.166666667,0.1,0.569444444
1419,0.5,0.366666667,0.444444444
1420,0.055555556,0.033333333,0.375
1421,0,0,0.291666667
1422,0,0,0.736111111
1423,0.055555556,0.066666667,0.319444444
1424,0,0,0.486111111
1425,0,0,0.236111111
1426,0.388888889,0.366666667,0.569444444
1427,0.555555556,0.5,0.680555556
1428,0.833333333,0.7,0.805555556
1429,0,0,0.180555556
1430,0.111111111,0.066666667,0.472222222
1431,0,0,0.527777778
1432,0.055555556,0,0.319444444
1433,0,0,0.430555556
1434,0,0,0.277777778
1435,0,0,0.333333333
1436,0,0,0.125
1437,0.166666667,0.1,0.013888889
1438,0,0,0.763888889
1439,0,0,0.277777778
1440,0.166666667,0.166666667,0.166666667
1441,0,0,0.166666667
1442,0,0,0.208333333
1443,0.722222222,0.7,0.625
1444,0,0,0.166666667
1445,0,0,0.277777778
1446,0,0,0.236111111
1447,0,0,0.319444444
1448,0,0,0.416666667
1449,0,0,0.652777778
1450,0,0.066666667,0.375
1451,0.111111111,0,0.263888889
1452,0,0,0.472222222
1453,0.5,0.333333333,0.763888889
1454,0,0,0.527777778
1455,0.666666667,0.5,0.847222222
1456,1,1,0.847222222
1457,0.388888889,0.4,0.416666667
1458,1,1,0.916666667
1459,0,0,0.527777778
1460,0.055555556,0,0.694444444
1461,0,0,0.083333333
1462,0.5,0.566666667,0.805555556
1463,0.055555556,0,0.583333333
1464,0,0,0.791666667
1465,0,0,0.208333333
1466,1,0.9,0.791666667
1467,0,0.033333333,0.5
1468,0.5,0.533333333,0.5
1469,0,0,0.652777778
1470,0,0.333333333,0.777777778
1471,0,0.1,0.305555556
1472,0.888888889,0.866666667,0.75
1473,0,0,0.041666667
1474,0,0,0.305555556
1475,0.166666667,0.2,0.388888889
1476,0,0,0.236111111
1477,0.333333333,0.333333333,0.430555556
1478,0,0,0.069444444
1479,0,0,0.166666667
1480,0,0,0.361111111
1481,0,0,0.125
1482,0,0,0.083333333
1483,0,0,0.208333333
1484,0,0,0.347222222
1485,0.111111111,0.233333333,0.583333333
1486,0.777777778,0.733333333,0.861111111
1487,0.111111111,0.066666667,0.777777778
1488,0,0,0.166666667
1489,0.055555556,0.033333333,0.125
1490,0,0.033333333,0.236111111
1491,0.055555556,0,0.166666667
1492,0,0,0.333333333
1493,0,0,0.347222222
1494,0.166666667,0.1,0.486111111
1495,0.055555556,0,0.416666667
1496,0,0,0.222222222
1497,0,0,0.083333333
1498,0,0,0.347222222
1499,0.055555556,0.1,0.5
1500,0.055555556,0.033333333,0.555555556
1501,0.055555556,0,0.375
1502,0,0,0.125
1503,0.055555556,0.133333333,0.569444444
1504,0,0,0.555555556
1505,0.055555556,0,0.416666667
1506,0.055555556,0.033333333,0.555555556
1507,0,0.033333333,0.402777778
1508,0,0.066666667,0.291666667
1509,0,0,0.138888889
1510,0,0,0.402777778
1511,0.055555556,0,0.263888889
1512,0.055555556,0.166666667,0.472222222
1513,0.055555556,0.066666667,0.388888889
1514,0,0,0.361111111
1515,0.166666667,0.266666667,0.444444444
1516,0.604166666666667,0.583333333333333,0.555555555555555
1517,0.354166666666667,0.333333333333333,0.666666666666667
1518,0.333333333333333,0.1875,0.597222222222222
1519,0.0625,0.0625,0.347222222222222
1520,0,0.0625,0
1521,0,0,0.111111111111111
1522,0.291666666666667,0.270833333333333,0.486111111111111
1523,0.125,0.0833333333333333,0.361111111111111
1524,0.166666666666667,0,0.319444444444444
1525,0.208333333333333,0.25,0.277777777777778
1526,0.0416666666666667,0,0.236111111111111
1527,0.479166666666667,0.5625,0.583333333333333
1528,0.104166666666667,0.125,0.263888888888889
1529,0,0,0.0972222222222222
1530,0.458333333333333,0.0416666666666667,0.638888888888889
1531,0,0.0208333333333333,0.486111111111111
1532,0.0625,0.0625,0.291666666666667
1533,0.291666666666667,0.1875,0.291666666666667
1534,0.0833333333333333,0,0.263888888888889
1535,0,0,0.236111111111111
1536,0.125,0.145833333333333,0.597222222222222
1537,0,0.0208333333333333,0.277777777777778
1538,0.0416666666666667,0.0416666666666667,0.180555555555556
1539,0.125,0.145833333333333,0.541666666666667
1540,0.229166666666667,0.166666666666667,0.458333333333333
1541,0.0208333333333333,0.0625,0.194444444444444
1542,0,0,0.722222222222222
1543,0.125,0.229166666666667,0.472222222222222
1544,0.125,0.166666666666667,0.430555555555556
1545,0.145833333333333,0.125,0.416666666666667
1546,0.0625,0,0.388888888888889
1547,0.1875,0.229166666666667,0.347222222222222
1548,0.0833333333333333,0.0833333333333333,0.402777777777778
1549,0.0416666666666667,0.0208333333333333,0.458333333333333
1550,0.166666666666667,0.229166666666667,0.388888888888889
1551,0.104166666666667,0.104166666666667,0.305555555555556
1552,0.0416666666666667,0.0208333333333333,0.361111111111111
1553,0.104166666666667,0.125,0.263888888888889
1554,0.0208333333333333,0.5,0.388888888888889
1555,0.416666666666667,0.166666666666667,0.597222222222222
1556,0,0,0.194444444444444
1557,0.0625,0.145833333333333,0.180555555555556
1558,0,0,0.222222222222222
1559,0.0625,0,0.263888888888889
1560,0.25,0.1875,0.277777777777778
1561,0.0833333333333333,0.125,0.25
1562,0,0,0.208333333333333
1563,0.166666666666667,0,0.583333333333333
1564,0.458333333333333,0.520833333333333,0.652777777777778
1565,1,0.5,0.680555555555555
1566,0.5625,0.541666666666667,0.652777777777778
1567,0.520833333333333,0.4375,0.708333333333333
1568,0.541666666666667,0.5625,0.777777777777778
1569,0.0625,0.0625,0.458333333333333
1570,0.0208333333333333,0.104166666666667,0.569444444444445
1571,0,0,0.0833333333333333
1572,0.0208333333333333,0.208333333333333,0.625
1573,0,0.0625,0.222222222222222
1574,0.5625,0.5,0.513888888888889
1575,0.0208333333333333,0,0.347222222222222
1576,0,0.125,0.833333333333333
1577,0.145833333333333,0.125,0.527777777777778
1578,0.1875,0.0833333333333333,0.277777777777778
1579,0.729166666666667,0.770833333333333,0.819444444444445
1580,0.104166666666667,0.104166666666667,0.375
1581,0,0.0416666666666667,0.263888888888889
1582,0.166666666666667,0.166666666666667,0.375
1583,0.0833333333333333,0.0625,0.472222222222222
1584,0.291666666666667,0.416666666666667,0.472222222222222
1585,0.0208333333333333,0.0625,0.569444444444445
1586,0.166666666666667,0.1875,0.180555555555556
1587,0.291666666666667,0.3125,0.680555555555555
1588,0.208333333333333,0.208333333333333,0.361111111111111
1589,0.0208333333333333,0.0416666666666667,0.527777777777778
1590,0.125,0.208333333333333,0.5
1591,0.0208333333333333,0,0.402777777777778
1592,0,0,0.0833333333333333
1593,0.770833333333333,0.375,0.430555555555556
1594,0,0.0416666666666667,0.208333333333333
1595,0.125,0.166666666666667,0.291666666666667
1596,0.5625,0.0416666666666667,0.0416666666666667
1597,0.25,0.291666666666667,0.291666666666667
1598,0.125,0.0208333333333333,0.347222222222222
1599,0,0.166666666666667,0.402777777777778
1600,0.145833333333333,0,0.291666666666667
1601,0.104166666666667,0.0416666666666667,0.347222222222222
1602,0.104166666666667,0.0833333333333333,0.625
1603,0.541666666666667,0.5625,0.541666666666667
1604,0.416666666666667,0.375,0.486111111111111
1605,0.479166666666667,0.583333333333333,0.541666666666667
1606,0.0208333333333333,0.0416666666666667,0.75
1607,0.0208333333333333,0.0625,0.347222222222222
1608,0.0625,0.145833333333333,0.833333333333333
1609,0.125,0.0208333333333333,0.305555555555556
1610,0.104166666666667,0.104166666666667,0.319444444444444
1611,0.145833333333333,0.0625,0.583333333333333
1612,0.0833333333333333,0.0833333333333333,0.319444444444444
1613,0.0625,0.0625,0.291666666666667
1614,0.0208333333333333,0,0.0972222222222222
1615,0.125,0.104166666666667,0.388888888888889
1616,0.416666666666667,0.625,0.527777777777778
1617,0.0208333333333333,0,0.75
1618,0,0,0.430555555555556
1619,0.0625,0.125,0.333333333333333
1620,0.0625,0.104166666666667,0.416666666666667
1621,0.104166666666667,0.0208333333333333,0.638888888888889
1622,0.145833333333333,0.0625,0.166666666666667
1623,0.0833333333333333,0.0833333333333333,0.180555555555556
1624,0.0416666666666667,0.0416666666666667,0.458333333333333
1625,0,0,0.0833333333333333
1626,0.0416666666666667,0.0833333333333333,0.75
1627,0,0,0.375
1628,0.333333333333333,0.333333333333333,0.402777777777778
1629,0.4375,0.479166666666667,0.583333333333333
1630,0.125,0.145833333333333,0.569444444444445
1631,0.0208333333333333,0.0625,0.25
1632,0.1875,0.208333333333333,0.5
1633,0.270833333333333,0.3125,0.388888888888889
1634,0.291666666666667,0.291666666666667,0.277777777777778
1635,0.791666666666667,0.875,0.805555555555555
1636,0.3125,0.479166666666667,0.430555555555556
1637,0.416666666666667,0.354166666666667,0.347222222222222
1638,0.0208333333333333,0.166666666666667,0.430555555555556
1639,0.0625,0,0.430555555555556
1640,0.166666666666667,0.5625,0.333333333333333
1641,0.166666666666667,0.208333333333333,0.541666666666667
1642,0.541666666666667,0.333333333333333,0.5
1643,0.166666666666667,0.208333333333333,0.430555555555556
1644,0.229166666666667,0.0833333333333333,0.916666666666667
1645,0.375,0,0.569444444444445
1646,0.0416666666666667,0.0208333333333333,0.0972222222222222
1647,0.854166666666667,0.791666666666667,0.763888888888889
1648,0.458333333333333,0.291666666666667,0.736111111111111
1649,0,0,0.361111111111111
1650,0.0833333333333333,0.1875,0.375
1651,0.4375,0.520833333333333,0.402777777777778
1652,0.375,0.458333333333333,0.513888888888889
1653,0.125,0.104166666666667,0.152777777777778
1654,0.354166666666667,0.4375,0.555555555555555
1655,0,0.0208333333333333,0.25
1656,0.0625,0.0833333333333333,0.888888888888889
1657,0,0,0.5
1658,0.145833333333333,0.0208333333333333,0.222222222222222
1659,0,0,0.0833333333333333
1660,0,0,0.0833333333333333
1661,0.1875,0.375,0.458333333333333
1662,0.0625,0.0208333333333333,0.166666666666667
1663,0.0416666666666667,0.0625,0.305555555555556
1664,0.0625,0.104166666666667,0.416666666666667
1665,0.125,0.0625,0.111111111111111
1666,0,0,0.208333333333333
1667,0,0.0416666666666667,0.361111111111111
1668,0,0,0.277777777777778
1669,0.145833333333333,0.145833333333333,0.680555555555555
1670,0.0416666666666667,0.145833333333333,0
1671,0.0416666666666667,0.0833333333333333,0.277777777777778
1672,0.0416666666666667,0,0.208333333333333
1673,0,0,0.222222222222222
1674,0.104166666666667,0.0416666666666667,0.402777777777778
1675,0,0,0.263888888888889
1676,0.479166666666667,0.583333333333333,0.527777777777778
1677,0.104166666666667,0.25,0.138888888888889
1678,0.0625,0.208333333333333,0.430555555555556
1679,0.0833333333333333,0.0416666666666667,0.277777777777778
1680,0.0208333333333333,0,0.0416666666666667
1681,0.0833333333333333,0,0.125
1682,0.0416666666666667,0.0208333333333333,0.347222222222222
1683,0.0416666666666667,0.0208333333333333,0.277777777777778
1684,0,0,0.444444444444444
1685,0.0833333333333333,0.0625,0.319444444444444
1686,0.125,0.145833333333333,0.361111111111111
1687,0.0833333333333333,0,0.277777777777778
1688,0.0416666666666667,0.0625,0.444444444444444
1689,0.3125,0.395833333333333,0.472222222222222
1690,0,0.0416666666666667,0.0972222222222222
1691,0.0416666666666667,0,0.125
1692,0.0208333333333333,0,0.180555555555556
1693,0,0,0.111111111111111
1694,0.145833333333333,0.125,0.486111111111111
1695,0.166666666666667,0.1875,0.458333333333333
1696,0,0.0416666666666667,0.152777777777778
1697,0.4375,0.125,0.583333333333333
1698,0.541666666666667,0.479166666666667,0.625
1699,0.791666666666667,0.729166666666667,0.75
1700,0.145833333333333,0.125,0.5
1701,0.0625,0,0.0833333333333333
1702,0.125,0.291666666666667,0.402777777777778
1703,0.0625,0.0833333333333333,0.277777777777778
1704,0.1875,0.166666666666667,0.625
1705,0.0833333333333333,0.0833333333333333,0.222222222222222
1706,0.0208333333333333,0,0.458333333333333
1707,0.125,0.0208333333333333,0.347222222222222
1708,0.0625,0.0416666666666667,0.111111111111111
1709,0,0,0.166666666666667
1710,0.0208333333333333,0,0.333333333333333
1711,0.25,0.541666666666667,0.375
1712,0.229166666666667,0.270833333333333,0.305555555555556
1713,0,0,0.375
1714,0,0,0.305555555555556
1715,0.458333333333333,0.458333333333333,0.416666666666667
1716,0.0208333333333333,0.0416666666666667,0.277777777777778
1717,0,0,0.416666666666667
1718,0.604166666666667,0.541666666666667,0.75
1719,0.0625,0,0.319444444444444
1720,0.291666666666667,0.291666666666667,0.416666666666667
1721,0,0,0.5
1722,0.458333333333333,0.833333333333333,0.541666666666667
1723,0,0,0.263888888888889
1724,0.0416666666666667,0,0.305555555555556
1725,0.0833333333333333,0,0.263888888888889
1726,0.5,0.645833333333333,0.541666666666667
1727,0.25,0.0833333333333333,0.305555555555556
1728,0.125,0.0208333333333333,0.444444444444444
1729,0.479166666666667,0.541666666666667,0.611111111111111
1730,0.520833333333333,0.395833333333333,0.625
1731,0.0416666666666667,0.0208333333333333,0.208333333333333
1732,0.291666666666667,0.333333333333333,0.513888888888889
1733,0.104166666666667,0.0833333333333333,0.583333333333333
1734,0.0625,0.0833333333333333,0.5
1735,0,0,0.25
1736,0,0.104166666666667,0.486111111111111
1737,0.541666666666667,0.479166666666667,0.416666666666667
1738,0,0,0.472222222222222
1739,0.708333333333333,0.479166666666667,0.666666666666667
1740,0,0.5,0.0833333333333333
1741,0.104166666666667,0.0416666666666667,0.666666666666667
1742,0.0416666666666667,0.0208333333333333,0.319444444444444
1743,0.208333333333333,0.166666666666667,0.555555555555555
