"NO.","Aggression","Hostile_online","Hostile_offline"
1,0.319444444444444,0.222222222222222,0.333333333333333
2,0.416666666666667,0.333333333333333,0.666666666666667
3,0.444444444444444,0.277777777777778,0.5
4,0.5,0.277777777777778,0.611111111111111
5,0.416666666666667,0.611111111111111,0.611111111111111
6,0.597222222222222,0.333333333333333,0.444444444444444
7,0.597222222222222,0.611111111111111,0.333333333333333
8,0.5,0.333333333333333,0.166666666666667
9,0.541666666666667,0.611111111111111,0.611111111111111
10,0.444444444444444,0.444444444444444,0.277777777777778
11,0.5,0.444444444444444,0.444444444444444
12,0.541666666666667,0.333333333333333,0.333333333333333
13,0.402777777777778,0.666666666666667,0.388888888888889
14,0.611111111111111,0.555555555555556,0.333333333333333
15,0.486111111111111,0.611111111111111,0.611111111111111
16,0.541666666666667,0.777777777777778,0.388888888888889
17,0.430555555555556,0.444444444444444,0.388888888888889
18,0.486111111111111,0.611111111111111,0.5
19,0.583333333333333,0.5,0.388888888888889
20,0.375,0.611111111111111,0.388888888888889
21,0.597222222222222,0.666666666666667,0.722222222222222
22,0.555555555555556,0.5,0.277777777777778
23,0.319444444444444,0.666666666666667,0.777777777777778
24,0.597222222222222,0.555555555555556,0.277777777777778
25,0.513888888888889,0.611111111111111,0.5
26,0.486111111111111,0.611111111111111,0.388888888888889
27,0.583333333333333,0.5,0.722222222222222
28,0.388888888888889,0.611111111111111,0.388888888888889
29,0.513888888888889,0.166666666666667,0.555555555555556
30,0.597222222222222,0.555555555555556,0.5
31,0.472222222222222,0.222222222222222,0.166666666666667
32,0.569444444444444,0.555555555555556,0.333333333333333
33,0.402777777777778,0.555555555555556,0.166666666666667
34,0.680555555555556,0.833333333333333,0.444444444444444
35,0.597222222222222,0.444444444444444,0.666666666666667
36,0.347222222222222,0.333333333333333,0.444444444444444
37,0.569444444444444,0.277777777777778,0.5
38,0.611111111111111,0.388888888888889,0.722222222222222
39,0.444444444444444,0.611111111111111,0.444444444444444
40,0.444444444444444,0.166666666666667,0.5
41,0.583333333333333,0.277777777777778,0.611111111111111
42,0.486111111111111,0.444444444444444,0.666666666666667
43,0.319444444444444,0.388888888888889,0.611111111111111
44,0.430555555555556,0.777777777777778,0.5
45,0.458333333333333,0.611111111111111,0.444444444444444
46,0.416666666666667,0.333333333333333,0.722222222222222
47,0.402777777777778,0.722222222222222,0.666666666666667
48,0.25,0.444444444444444,0.722222222222222
49,0.638888888888889,0.666666666666667,0.611111111111111
50,0.333333333333333,0.444444444444444,0.666666666666667
51,0.513888888888889,0.277777777777778,0.388888888888889
52,0.611111111111111,0.5,0.5
53,0.597222222222222,0.388888888888889,0.666666666666667
54,0.597222222222222,0.5,0.388888888888889
55,0.416666666666667,0.166666666666667,0.5
56,0.319444444444444,0.555555555555556,0.444444444444444
57,0.583333333333333,0.5,0.5
58,0.555555555555556,0.444444444444444,0.277777777777778
59,0.486111111111111,0.277777777777778,0.5
60,0.402777777777778,0.555555555555556,0.277777777777778
61,0.375,0.388888888888889,0.444444444444444
62,0.583333333333333,0.388888888888889,0.5
63,0.458333333333333,0.388888888888889,0.611111111111111
64,0.555555555555556,0.722222222222222,0.5
65,0.611111111111111,0.555555555555556,0.555555555555556
66,0.347222222222222,0.833333333333333,0.388888888888889
67,0.541666666666667,0.333333333333333,0.611111111111111
68,0.652777777777778,0.777777777777778,0.666666666666667
69,0.611111111111111,0.5,0.333333333333333
70,0.416666666666667,0.388888888888889,0.722222222222222
71,0.458333333333333,0.5,0.333333333333333
72,0.638888888888889,0.388888888888889,0.444444444444444
73,0.458333333333333,0.5,0.444444444444444
74,0.375,0.555555555555556,0.5
75,0.430555555555556,0.333333333333333,0.5
76,0.277777777777778,0.388888888888889,0.611111111111111
77,0.680555555555556,0.611111111111111,0.722222222222222
78,0.5,0.388888888888889,0.555555555555556
79,0.611111111111111,0.777777777777778,0.777777777777778
80,0.583333333333333,0.555555555555556,0.666666666666667
81,0.541666666666667,0.666666666666667,0.333333333333333
82,0.666666666666667,0.444444444444444,0.611111111111111
83,0.402777777777778,0.666666666666667,0.388888888888889
84,0.652777777777778,0.5,0.5
85,0.472222222222222,0.5,0.277777777777778
86,0.5,0.277777777777778,0.333333333333333
87,0.5,0.5,0.555555555555556
88,0.444444444444444,0.444444444444444,0.333333333333333
89,0.652777777777778,0.388888888888889,0.388888888888889
90,0.625,0.166666666666667,0.444444444444444
91,0.513888888888889,0.388888888888889,0.222222222222222
92,0.472222222222222,0.555555555555556,0.444444444444444
93,0.513888888888889,0.722222222222222,0.666666666666667
94,0.541666666666667,0.555555555555556,0.277777777777778
95,0.555555555555556,0.722222222222222,0.611111111111111
96,0.569444444444444,0.611111111111111,0.611111111111111
97,0.569444444444444,0.611111111111111,0.5
98,0.513888888888889,0.5,0.777777777777778
99,0.375,0.722222222222222,0.555555555555556
100,0.569444444444444,0.222222222222222,0.388888888888889
